Song Title,Artist,Spotify or YouTube link,Your name (or tag)
Boys at School,SPELLLING,https://open.spotify.com/track/1YQbhCxxb1FzHVAR7Rdwbx?si=f4fed5690700400c,Duck
Star67,Drake,https://open.spotify.com/track/2mmUoyPxzbxehpfm1TpTRK?si=4c5a3ad6e014454d,Duck
You Got Me,The Roots,https://open.spotify.com/track/4pdLZsxq0y5oJDb6Cxlokw?si=5032bd5c3093427e,Duck
Chelsea Smile,Bring Me The Horizon,https://open.spotify.com/track/3eSnqrgqm1R0mkgz80Cpzq?si=f19ce827c0c04bd7,Duck
Over,Playboi Carti,https://open.spotify.com/track/08dz3ygXyFur6bL7Au8u8J?si=653dec25b2bb436a,Duck
Ladders,Mac Miller,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI?si=b70044596f944499,Duck
Locust Laced,Sleigh Bells,https://open.spotify.com/track/262BHLpWNz3mZoLLRZoyQV?si=8b8af44ae029413f,Duck
Sic Transit Gloria ... Glory Fades,Brand New,https://open.spotify.com/track/42A4dSYBf0g9OHreccqU5o?si=9eaf24f37b864b44,Duck
What You Need,The Weeknd,https://open.spotify.com/track/4Yw8TyBm9J8cpy2guHUYog?si=8dc12f1f9e694104,Duck
Me and Your Mama,Childish Gambino,https://open.spotify.com/track/31tf1qEai5o5f4r66Kd0pU?si=a39cb565827a49da,Duck
53.49,Childish Gambino,https://open.spotify.com/track/2alJKJoqOOEPVU1Do3eIjJ?si=2587b15e40564f1a,Duck
Vanished,Crystal Castles,https://open.spotify.com/track/0Q2YGyMeeZMAvzebtxoQ5f?si=b3625495d1a24bbb,Duck
Great Day,Madvillain,https://open.spotify.com/track/2teH8BAM9q2oSmBre5hiQM?si=accac7774ba844d1,Duck
THAT'S THAT,MF DOOM,https://open.spotify.com/track/2Vy16OMt19FH30uQNTFdLk?si=2b4be149b68f423c,Duck
Smoke Two Joints,Sublime,https://open.spotify.com/track/0Jur3mZsQba3vqSpcmsOPm?si=99f2d15aaaff450d,Duck
Toxicity,System Of A Down,https://open.spotify.com/track/0snQkGI5qnAmohLE7jTsTn?si=45aa08628db14977,Duck
Xtal,Aphex Twin,https://open.spotify.com/track/7o2AeQZzfCERsRmOM86EcB?si=32075adee71a41a7,Duck
Green Calx,Aphex Twin,https://open.spotify.com/track/3fFOi1PqxGjFKmWW21uQNa?si=1f4a65018cc340d8,Duck
Little Wonders,Rob Thomas,https://open.spotify.com/track/6j6bTAiW0oEfLlAjmRNcbb?si=3b842a463cf84181,Duck
Arthur's Theme,Christopher Cross,https://open.spotify.com/track/5fnOrhQ4KgT5irGCjIccGH?si=489875405e504b65,Duck
L'Amour Toujours,Gigi D'Agostino,https://open.spotify.com/track/52LJ3hyknOijCrE5gCD0rE?si=baf41154b5c1436a,Duck
Empire Ants,Gorillaz,https://open.spotify.com/track/3a6PN6BRB8PP3ms48s7kU1?si=6a10d5f4e5db43e8,Duck
Sept. 16,Kid Cudi,https://open.spotify.com/track/3Uw2se3aQU1UFrpRBvBnB4?si=f77c32dda9e8463a,Duck
Blind,Korn,https://open.spotify.com/track/1pr9TZGOXeJUggIal1Wq3R?si=72d92242eea7436a,Duck
U Said,Lil Peep,https://open.spotify.com/track/3F42FHouOY59SnSsyD2TAX?si=ad982776aa344ae3,Duck
the song they played (when i crashed into the wall),Lil Peep,https://open.spotify.com/track/2D27mEHstGhdGONAhcEU6q?si=bab88acbf2eb4b1d,Duck
Star Shopping,Lil Peep,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp?si=a3cb68ad65c14581,Duck
With You,Linkin Park,https://open.spotify.com/track/5uuXtfqM7Wp3idCxyHeOll?si=9446c0a5748a417b,Duck
The Spins,Mac Miller,https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL?si=bb4bb2ab54b64091,Duck
Blackened,Metallica,https://open.spotify.com/track/0M1pfDTZGWC7cBuEx3FwwT?si=ce6bcb4c6b8b4f4a,Duck
Bad Habit,The Offspring,https://open.spotify.com/track/5tFzUj1jV09bo4wBQWSbDl?si=dd9208915c9c4231,Duck
Miracle Man,Oliver Tree,https://open.spotify.com/track/2PFnwW05Wh0MYkfZxSwfuf?si=6e5848fc67e54792,Duck
Even Flow,Pearl Jam,https://open.spotify.com/track/6QewNVIDKdSl8Y3ycuHIei?si=10e020fde82f4836,Duck
Synchronicity II,The Police,https://open.spotify.com/track/5ynO8cYFjDwELIZfFHHeYe?si=9ffddeb5b96646a7,Duck
Black Hole Sun,Soundgarden,https://open.spotify.com/track/5BHfKRD3LTxFz1tX8AH0DN?si=a879cc2a32e14de9,Duck
B.Y.O.B.,System Of A Down,https://open.spotify.com/track/0EYOdF5FCkgOJJla8DI2Md?si=dfec289c25ad4d7f,Duck
Yes I'm Changing,Tame Impala,https://open.spotify.com/track/0xtIp0lgccN85GfGOekS5L?si=f2b461f4261646af,Duck
Eulogy,TOOL,https://open.spotify.com/track/0RVFjx2HwbHcl5SCSADpFP?si=de87cc035d684fa9,Duck
Maria I'm Drunk,Travis Scott,https://open.spotify.com/track/6Yqmv7XJLCrQEauMbPGZSw?si=461df474b6d8467c,Duck
Check the Rhime,A Tribe Called Quest,https://open.spotify.com/track/4HfxDJ0uLHTLe0fZrx0MbQ?si=367919846bcd43a5,Duck
Nico and the Niners,Twenty One Pilots,https://open.spotify.com/track/5SehvGGC53A7SZKCLXQcyt?si=0fb42855453943cc,Duck
Seasons in the Sun,Terry Jacks,https://open.spotify.com/track/0X3d9gx7UDYgcwwkgTeNLR?si=5945ddbd354548d5,Duck
hand crushed by a mallet (Remix),100 gecs,https://open.spotify.com/track/5Mm2CJzNRiICC5MWRWQnBo?si=84c48fd5959a4218,Duck
Smile,Avril Lavigne,https://open.spotify.com/track/4bia7OWZPoswlzXCqESYrR?si=ac175746754e44a7,Duck
PERCS | PERCZ,Denzel Curry,https://open.spotify.com/track/2NjeQLvFsfeKdZoA7dbfL1?si=69b673b347e54771,Duck
Swing Lynn,Harmless,https://open.spotify.com/track/3VCXx37jNGNOMns6z2OnvJ?si=c7bceb27092e4857,Duck
Burn,"Pouya, Kxllswxtch",https://open.spotify.com/track/0EaoOSTTsx7zqaOFqBaleS?si=24639379b98245c2,Duck
Next Levels,King Geedorah,https://open.spotify.com/track/58MeeOMk6PMQxXWY9YCNPD?si=a61266dc17944502,Duck
Dance Yrself Clean,LCD Soundsystem,https://open.spotify.com/track/2cmRpmO04TLaKPzmAzySYZ?si=f1c099fac7c94fde,Duck
Johnny P's Caddy,Benny The Butcher,https://open.spotify.com/track/6AshXllQhobwSXsdpgp41w?si=3aefe356f8fb411f,Duck
Fine Night,Goreshit,https://open.spotify.com/track/6UeUyaI0Mg6YVrleDiUzdG?si=dedaac14e6f84384,Duck
Midnight Blues,UMI,https://open.spotify.com/track/5HYSOEDwblGTVSh88TZnet?si=d8983e3d3f504604,Duck
(sic),Slipknot,https://open.spotify.com/track/1g8lVIsEkDaGD1nKw6fwUb?si=c83b7daf2430400d,Duck
What's Happening Brother,Marvin Gaye,https://open.spotify.com/track/4ihykcy9d9SSC5qxHIhPcf?si=9a36c3a010c34696,Duck
Behind Bars - Dum Ditty Dum Mix W/O Warren G,Slick Rick,https://open.spotify.com/track/4rhZaMFSJ2mpgJlRMMog6B?si=0a159574b2884f5c,Duck
Mass Appeal,Gang Starr,https://open.spotify.com/track/3lGBvPUgO7MJltUnBlOpe9?si=2aaebc0df724453a,Duck
Give Up the Goods,Mobb Deep,https://open.spotify.com/track/61VlApj8p2ZaP0WTunTrKT?si=0aa7f34e10a74e9a,Duck
Chrysalis,Purity Filter,https://open.spotify.com/track/5gCMxQu4uNxUC2yJcRs3WX?si=061672b5f7c94116,Duck
It's Oh So Quiet,Bjork,https://open.spotify.com/track/0OMNQyneWmmZtTQpULYJcl?si=a8e566cb12e7495c,Duck
Hyperballad,Bjork,https://open.spotify.com/track/4z1fNs2B7KndCsvyPgrhq5?si=e2e4439d4a12487e,Duck
Ecifircas,Sewerslvt,https://open.spotify.com/track/0ROexSyivb8X5LLLzsTFuB?si=679c78c96db7439e,Duck
It's Not up to You,Bjork,https://open.spotify.com/track/4bZnIdaGBf162pZEkxXSgQ?si=02842fe17b2d43e1,Duck
Helter Skelter,The Beatles,https://open.spotify.com/track/0Bs0hUYxz7REyIHH7tRhL2?si=23e7afd40ce34bf6,Duck
New Gold,Gorillaz,https://open.spotify.com/track/4Zx4y8jc0W1en9naQ1GDW2?si=85a1d4bd474a4b17,Duck
Fourth of July,Sufjan Stevens,https://open.spotify.com/track/5Qnrgqy1pAm9GyNQOgyVFz?si=b776a4f9d96d4528,Duck
"Run, Run, Run",McKinley Dixon,https://open.spotify.com/track/1OwZzk6RTDFZNBn8Wm7HYe?si=24c1dc55b9e24af6,Duck
Cloudbusting,Kate Bush,https://open.spotify.com/track/74vfedGgRZKqkbr8gdzvkK?si=721a9f37c3c14300,Duck
Suicide Doors,Lil Uzi Vert,https://open.spotify.com/track/3fDTzkvrOo5xQIO480Qmsb?si=7d667dd122b040b6,Duck
Avian,Mac Miller,https://open.spotify.com/track/3P0mZWUWThSofCgvC9ZJYH?si=f7a9cfa2a64049e1,Duck
Crystal Mountain,Death,https://open.spotify.com/track/0ItAcLSkUiePOmFGun3cSe?si=4436f066d52840ed,Duck
Blvd. Nights,Team Sleep,https://open.spotify.com/track/7xDAU9IAMyWjl7ia3hRxs7?si=91ab712952e34b98,Duck
What Is Life,George Harrison,https://open.spotify.com/track/44fw7RulJyj7dGIi9qR86N?si=7ba895b04f744c5b,Duck
Monster,Lady Gaga,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwie_Pns3J6CAxX0qWoFHQFnDvoQwqsBegQIDxAF&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DdDvEY8LT4x0&usg=AOvVaw3v04VMjZliANYG9LTuhPTA&opi=89978449,shi
Starstruck,Lady Gaga,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjUgeqH3Z6CAxWjg2oFHR34C24QyCl6BAgdEAM&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Dn6LBhLPCbc4&usg=AOvVaw2Usxr-4oglX_0umt0Fnyvv&opi=89978449,shi
Compass,The Neighbourhood,https://open.spotify.com/track/0YNtAadZvKBBEFARtfoCV8?si=7e9989f1eb434d60,shi
Cry Baby,The Neighbourhood,https://open.spotify.com/track/0EfsDEYaSjGYd66Pr881nq?si=cc11cbde5a2a44d1,shi
Fallen Star,The Neighbourhood,https://open.spotify.com/track/60F6pgM6H6miNr5AmjxwjL?si=620922b3117e49e7,shi
Alleyways,The Neighbourhood,https://open.spotify.com/track/4V37tyDu9CtqYshvrgLke4?si=1769b6bf44254098,shi
Sadderdaze,The Neighbourhood,https://open.spotify.com/track/7sIYHDxjteT6RY29gAGzP2?si=279182c52df04c79,shi
Pretty Boy,The Neighbourhood,https://open.spotify.com/track/7IL8PSVwLOJxqYne6azxQv?si=510869b2657f430b,shi
Left to Right,Marteen,https://open.spotify.com/track/6J6e0hfRgT1sh3MBEdzIzD?si=3c348ef995f7417a,shi
Starboy,"The Weeknd, Daft Punk",https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB?si=6b41933bc20f433f,shi
Often,The Weeknd,https://open.spotify.com/track/4PhsKqMdgMEUSstTDAmMpg?si=f1460befb1e64912,shi
Amoeba,Clairo,https://open.spotify.com/track/0HAqq2GcQKyi3s87GuN7jU?si=8fc43e21ec624012,shi
Bags,Clairo,https://open.spotify.com/track/6UFivO2zqqPFPoQYsEMuCc?si=6c91cf7f34d643bc,shi
First Love/Late Spring,Mitski,https://open.spotify.com/track/3sslYZcFKtUvIEWN9lADgr?si=fffdb82b05124153,shi
Ride,HYBS,https://open.spotify.com/track/37HhnXqIRFSSJXWsysl6B7?si=c1d9e413f31a40bd,shi
girls like me don't cry,thuy,https://open.spotify.com/track/2DtUUBwYwEzKMTMDrc5EiO?si=9bd8c661689d418a,shi
Archangel,SAMURAI,https://open.spotify.com/track/7fxDBPivNoMioFrkDkfoM2?si=44679a6fb2b44004,Esteb1ne
Never Fade Away,SAMURAI,https://open.spotify.com/track/1AslaQYl1cMb1ItQKmtJer?si=a33c1415f7e7447b,Esteb1ne
